Year,Quarter,Area,qNo,Fleet,Index,lt,CV,Name
1992,3,6,1,3,695.16,0,0.427,SPN_BB
1993,3,6,1,3,2093.55,0,0.403,SPN_BB
1994,3,6,1,3,1007.03,0,0.419,SPN_BB
1995,3,6,1,3,1235.91,0,0.405,SPN_BB
1996,3,6,1,3,1739.29,0,0.398,SPN_BB
1997,3,6,1,3,2246.41,0,0.404,SPN_BB
1998,3,6,1,3,879.51,0,0.409,SPN_BB
1999,3,6,1,3,339.77,0,0.436,SPN_BB
2000,3,6,1,3,960.44,0,0.402,SPN_BB
2001,3,6,1,3,704.49,0,0.447,SPN_BB
2002,3,6,1,3,687.42,0,0.423,SPN_BB
2003,3,6,1,3,444.91,0,0.482,SPN_BB
2004,3,6,1,3,1210.46,0,0.417,SPN_BB
2005,3,6,1,3,2383.57,0,0.4,SPN_BB
2006,3,6,1,3,850.09,0,0.48,SPN_BB
2007,3,6,2,4,2179.982,0,0.3123,SPN_FR_BB
2008,3,6,2,4,2154.014,0,0.3018,SPN_FR_BB
2009,3,6,2,4,955.3767,0,0.3032,SPN_FR_BB
2010,3,6,2,4,2126.197,0,0.3066,SPN_FR_BB
2011,3,6,2,4,2785.474,0,0.3043,SPN_FR_BB
2012,3,6,2,4,2306.988,0,0.3866,SPN_FR_BB
2013,3,6,2,4,1569.126,0,0.4425,SPN_FR_BB
2014,3,6,2,4,678.2874,0,0.4114,SPN_FR_BB
1981,2,4,3,12,768.36,0,0.5719,MOR_SPN_TRAP
1982,2,4,3,12,1038.12,0,0.3463,MOR_SPN_TRAP
1983,2,4,3,12,1092.05,0,0.3463,MOR_SPN_TRAP
1984,2,4,3,12,1200.27,0,0.3463,MOR_SPN_TRAP
1985,2,4,3,12,814.46,0,0.3464,MOR_SPN_TRAP
1986,2,4,3,12,394.33,0,0.2805,MOR_SPN_TRAP
1987,2,4,3,12,433.53,0,0.2805,MOR_SPN_TRAP
1988,2,4,3,12,1014.56,0,0.2803,MOR_SPN_TRAP
1989,2,4,3,12,531.45,0,0.2609,MOR_SPN_TRAP
1990,2,4,3,12,614.37,0,0.226,MOR_SPN_TRAP
1991,2,4,3,12,727.86,0,0.2259,MOR_SPN_TRAP
1992,2,4,3,12,313.95,0,0.2263,MOR_SPN_TRAP
1993,2,4,3,12,325.36,0,0.2262,MOR_SPN_TRAP
1994,2,4,3,12,341.9,0,0.2262,MOR_SPN_TRAP
1995,2,4,3,12,223.43,0,0.2265,MOR_SPN_TRAP
1996,2,4,3,12,375.22,0,0.2462,MOR_SPN_TRAP
1997,2,4,3,12,992.41,0,0.2459,MOR_SPN_TRAP
1998,2,4,3,12,925.14,0,0.2459,MOR_SPN_TRAP
1999,2,4,3,12,1137.45,0,0.2459,MOR_SPN_TRAP
2000,2,4,3,12,739.23,0,0.2259,MOR_SPN_TRAP
2001,2,4,3,12,1284.62,0,0.2258,MOR_SPN_TRAP
2002,2,4,3,12,1130.42,0,0.2258,MOR_SPN_TRAP
2003,2,4,3,12,662.66,0,0.2368,MOR_SPN_TRAP
2004,2,4,3,12,332.36,0,0.2262,MOR_SPN_TRAP
2005,2,4,3,12,677.39,0,0.2259,MOR_SPN_TRAP
2006,2,4,3,12,633.94,0,0.226,MOR_SPN_TRAP
2007,2,4,3,12,1000.6,0,0.2259,MOR_SPN_TRAP
2008,2,4,3,12,634.18,0,0.226,MOR_SPN_TRAP
2009,2,4,3,12,876.71,0,0.2259,MOR_SPN_TRAP
2010,2,4,3,12,1042.24,0,0.2366,MOR_SPN_TRAP
2011,2,4,3,12,674.97,0,0.2259,MOR_SPN_TRAP
2012,2,4,4,13,41.15,0,0.4906,MOR_POR_TRAP
2013,2,4,4,13,88.58,0,0.5436,MOR_POR_TRAP
2014,2,4,4,13,48.54,0,0.4978,MOR_POR_TRAP
2015,2,4,4,13,66.98,0,0.5394,MOR_POR_TRAP
2016,2,4,4,13,64.03,0,0.5343,MOR_POR_TRAP
1975,2,4,5,2,1.9,0,0.15,JPN_LL_Eatl_Med
1976,2,4,5,2,2.15,0,0.12,JPN_LL_Eatl_Med
1977,2,4,5,2,3.53,0,0.14,JPN_LL_Eatl_Med
1978,2,4,5,2,1.5,0,0.15,JPN_LL_Eatl_Med
1979,2,4,5,2,2.7,0,0.14,JPN_LL_Eatl_Med
1980,2,4,5,2,1.69,0,0.16,JPN_LL_Eatl_Med
1981,2,4,5,2,1.63,0,0.17,JPN_LL_Eatl_Med
1982,2,4,5,2,3.32,0,0.13,JPN_LL_Eatl_Med
1983,2,4,5,2,2.12,0,0.13,JPN_LL_Eatl_Med
1984,2,4,5,2,1.62,0,0.12,JPN_LL_Eatl_Med
1985,2,4,5,2,1.75,0,0.15,JPN_LL_Eatl_Med
1986,2,4,5,2,1.32,0,0.14,JPN_LL_Eatl_Med
1987,2,4,5,2,2.16,0,0.13,JPN_LL_Eatl_Med
1988,2,4,5,2,1.35,0,0.14,JPN_LL_Eatl_Med
1989,2,4,5,2,1.05,0,0.16,JPN_LL_Eatl_Med
1990,2,4,5,2,1.41,0,0.14,JPN_LL_Eatl_Med
1991,2,4,5,2,1.21,0,0.13,JPN_LL_Eatl_Med
1992,2,4,5,2,1.03,0,0.14,JPN_LL_Eatl_Med
1993,2,4,5,2,1.04,0,0.14,JPN_LL_Eatl_Med
1994,2,4,5,2,1.12,0,0.16,JPN_LL_Eatl_Med
1995,2,4,5,2,1.42,0,0.15,JPN_LL_Eatl_Med
1996,2,4,5,2,0.5,0,0.22,JPN_LL_Eatl_Med
1997,2,4,5,2,0.53,0,0.21,JPN_LL_Eatl_Med
1998,2,4,5,2,0.71,0,0.17,JPN_LL_Eatl_Med
1999,2,4,5,2,0.64,0,0.22,JPN_LL_Eatl_Med
2000,2,4,5,2,0.74,0,0.2,JPN_LL_Eatl_Med
2001,2,4,5,2,0.96,0,0.17,JPN_LL_Eatl_Med
2002,2,4,5,2,2.05,0,0.15,JPN_LL_Eatl_Med
2003,2,4,5,2,1.7,0,0.13,JPN_LL_Eatl_Med
2004,2,4,5,2,0.82,0,0.18,JPN_LL_Eatl_Med
2005,2,4,5,2,0.88,0,0.15,JPN_LL_Eatl_Med
2006,2,4,5,2,1.91,0,0.15,JPN_LL_Eatl_Med
2007,2,4,5,2,0.94,0,0.19,JPN_LL_Eatl_Med
2008,2,4,5,2,1.22,0,0.17,JPN_LL_Eatl_Med
2009,2,4,5,2,1.04,0,0.24,JPN_LL_Eatl_Med
1990,4,5,6,2,0.466170755,0,0.350610837,JPN_LL_NEAtl1
1991,4,5,6,2,0.528901418,0,0.308837337,JPN_LL_NEAtl1
1992,4,5,6,2,0.874630631,0,0.238152313,JPN_LL_NEAtl1
1993,4,5,6,2,0.738718712,0,0.219172029,JPN_LL_NEAtl1
1994,4,5,6,2,0.927516428,0,0.23245529,JPN_LL_NEAtl1
1995,4,5,6,2,0.972370748,0,0.224219355,JPN_LL_NEAtl1
1996,4,5,6,2,2.842987959,0,0.216915496,JPN_LL_NEAtl1
1997,4,5,6,2,1.507859926,0,0.240157023,JPN_LL_NEAtl1
1998,4,5,6,2,0.870352044,0,0.245012009,JPN_LL_NEAtl1
1999,4,5,6,2,1.250027883,0,0.224132225,JPN_LL_NEAtl1
2000,4,5,6,2,0.982011238,0,0.216083676,JPN_LL_NEAtl1
2001,4,5,6,2,1.825162286,0,0.20564788,JPN_LL_NEAtl1
2002,4,5,6,2,0.822201973,0,0.215144718,JPN_LL_NEAtl1
2003,4,5,6,2,1.097015519,0,0.243897912,JPN_LL_NEAtl1
2004,4,5,6,2,0.844275434,0,0.224279662,JPN_LL_NEAtl1
2005,4,5,6,2,0.75088971,0,0.214404659,JPN_LL_NEAtl1
2006,4,5,6,2,0.833204068,0,0.221996343,JPN_LL_NEAtl1
2007,4,5,6,2,0.843607292,0,0.215707362,JPN_LL_NEAtl1
2008,4,5,6,2,1.172657644,0,0.210972496,JPN_LL_NEAtl1
2009,4,5,6,2,1.499243254,0,0.207040434,JPN_LL_NEAtl1
2010,4,5,7,18,2.221986873,0,0.223828345,JPN_LL_NEAtl2
2011,4,5,7,18,4.452276888,0,0.259754012,JPN_LL_NEAtl2
2012,4,5,7,18,7.702395772,0,0.305930076,JPN_LL_NEAtl2
2013,4,5,7,18,6.109118648,0,0.263995388,JPN_LL_NEAtl2
2014,4,5,7,18,9.696321064,0,0.299052077,JPN_LL_NEAtl2
2015,4,5,7,18,5.908390339,0,0.299321068,JPN_LL_NEAtl2
2016,4,5,7,18,5.472117473,0,0.283034777,JPN_LL_NEAtl2
2017,4,5,7,18,7.190750442,0,0.298062723,JPN_LL_NEAtl2
1993,3,2,8,15,1.67,1,0.19,US_RR_66_114
1994,3,2,8,15,0.32,1,0.31,US_RR_66_114
1995,3,2,8,15,1.53,1,0.17,US_RR_66_114
1996,3,2,8,15,1.85,1,0.17,US_RR_66_114
1997,3,2,8,15,3.55,1,0.13,US_RR_66_114
1998,3,2,8,15,1.35,1,0.15,US_RR_66_114
1999,3,2,8,15,1.43,1,0.26,US_RR_66_114
2000,3,2,8,15,1.01,1,0.35,US_RR_66_114
2001,3,2,8,15,0.57,1,0.18,US_RR_66_114
2002,3,2,8,15,1.02,1,0.15,US_RR_66_114
2003,3,2,8,15,0.63,1,0.1,US_RR_66_114
2004,3,2,8,15,2.41,1,0.1,US_RR_66_114
2005,3,2,8,15,2.08,1,0.1,US_RR_66_114
2006,3,2,8,15,0.55,1,0.13,US_RR_66_114
2007,3,2,8,15,0.52,1,0.08,US_RR_66_114
2008,3,2,8,15,0.35,1,0.09,US_RR_66_114
2009,3,2,8,15,0.29,1,0.1,US_RR_66_114
2010,3,2,8,15,0.52,1,0.09,US_RR_66_114
2011,3,2,8,15,0.59,1,0.1,US_RR_66_114
2012,3,2,8,15,0.47,1,0.11,US_RR_66_114
2013,3,2,8,15,0.6,1,0.12,US_RR_66_114
2014,3,2,8,15,0.47,1,0.14,US_RR_66_114
2015,3,2,8,15,0.32,1,0.13,US_RR_66_114
2016,3,2,8,15,0.35,1,0.12,US_RR_66_114
2017,3,2,8,15,0.55,1,0.13,US_RR_66_114
1993,3,2,9,15,2.7,2,0.21,US_RR_115_144
1994,3,2,9,15,0.59,2,0.37,US_RR_115_144
1995,3,2,9,15,1.02,2,0.22,US_RR_115_144
1996,3,2,9,15,1.39,2,0.21,US_RR_115_144
1997,3,2,9,15,0.22,2,0.34,US_RR_115_144
1998,3,2,9,15,0.81,2,0.17,US_RR_115_144
1999,3,2,9,15,1.32,2,0.31,US_RR_115_144
2000,3,2,9,15,1.04,2,0.38,US_RR_115_144
2001,3,2,9,15,2.06,2,0.2,US_RR_115_144
2002,3,2,9,15,2.28,2,0.17,US_RR_115_144
2003,3,2,9,15,0.82,2,0.13,US_RR_115_144
2004,3,2,9,15,0.68,2,0.15,US_RR_115_144
2005,3,2,9,15,0.65,2,0.16,US_RR_115_144
2006,3,2,9,15,1.11,2,0.16,US_RR_115_144
2007,3,2,9,15,0.96,2,0.11,US_RR_115_144
2008,3,2,9,15,1.46,2,0.11,US_RR_115_144
2009,3,2,9,15,0.35,2,0.14,US_RR_115_144
2010,3,2,9,15,1.03,2,0.12,US_RR_115_144
2011,3,2,9,15,0.61,2,0.16,US_RR_115_144
2012,3,2,9,15,0.57,2,0.17,US_RR_115_144
2013,3,2,9,15,1.26,2,0.15,US_RR_115_144
2014,3,2,9,15,0.48,2,0.21,US_RR_115_144
2015,3,2,9,15,0.22,2,0.24,US_RR_115_144
2016,3,2,9,15,0.72,2,0.16,US_RR_115_144
2017,3,2,9,15,0.61,2,0.18,US_RR_115_144
1993,3,2,10,16,0.61,3,0.17,US_RR_177
1994,3,2,10,16,0.79,3,0.17,US_RR_177
1995,3,2,10,16,0.97,3,0.12,US_RR_177
1996,3,2,10,16,3.09,3,0.12,US_RR_177
1997,3,2,10,16,1.23,3,0.25,US_RR_177
1998,3,2,10,16,1.29,3,0.13,US_RR_177
1999,3,2,10,16,1.75,3,0.16,US_RR_177
2000,3,2,10,16,0.51,3,0.17,US_RR_177
2001,3,2,10,16,1.19,3,0.19,US_RR_177
2002,3,2,10,16,2.32,3,0.09,US_RR_177
2003,3,2,10,16,0.52,3,0.15,US_RR_177
2004,3,2,10,16,0.73,3,0.15,US_RR_177
2005,3,2,10,16,0.63,3,0.16,US_RR_177
2006,3,2,10,16,0.38,3,0.26,US_RR_177
2007,3,2,10,16,0.31,3,0.25,US_RR_177
2008,3,2,10,16,0.38,3,0.22,US_RR_177
2009,3,2,10,16,0.55,3,0.2,US_RR_177
2010,3,2,10,16,1.24,3,0.12,US_RR_177
2011,3,2,10,16,0.84,3,0.14,US_RR_177
2012,3,2,10,16,0.76,3,0.12,US_RR_177
2013,3,2,10,16,0.43,3,0.17,US_RR_177
2014,3,2,10,16,0.58,3,0.16,US_RR_177
2015,3,2,10,16,0.91,3,0.1,US_RR_177
2016,3,2,10,16,1.06,3,0.09,US_RR_177
2017,3,2,10,16,1.93,3,0.07,US_RR_177
1980,3,2,11,15,0.799,4,0.43,US_RR_145
1981,3,2,11,15,0.399,4,0.52,US_RR_145
1982,3,2,11,15,2.102,4,0.33,US_RR_145
1983,3,2,11,15,1.114,4,0.26,US_RR_145
1985,3,2,11,15,0.63,4,0.64,US_RR_145
1986,3,2,11,15,0.778,4,0.43,US_RR_145
1987,3,2,11,15,1.219,4,0.4,US_RR_145
1988,3,2,11,15,0.988,4,0.38,US_RR_145
1989,3,2,11,15,0.988,4,0.43,US_RR_145
1990,3,2,11,15,0.904,4,0.34,US_RR_145
1991,3,2,11,15,1.261,4,0.35,US_RR_145
1992,3,2,11,15,0.82,4,0.42,US_RR_145
1983,3,2,12,16,2.805,5,0.1,US_RR_195
1984,3,2,12,16,1.246,5,0.188,US_RR_195
1985,3,2,12,16,0.857,5,0.3,US_RR_195
1986,3,2,12,16,0.503,5,1.097,US_RR_195
1987,3,2,12,16,0.529,5,0.476,US_RR_195
1988,3,2,12,16,0.941,5,0.364,US_RR_195
1989,3,2,12,16,0.763,5,0.364,US_RR_195
1990,3,2,12,16,0.626,5,0.335,US_RR_195
1991,3,2,12,16,0.82,5,0.284,US_RR_195
1992,3,2,12,16,0.91,5,0.276,US_RR_195
1987,2,1,13,1,1.31169658,0,0.292288849,US_GOM_PLL1
1988,2,1,13,1,0.638675681,0,0.319001829,US_GOM_PLL1
1989,2,1,13,1,0.986754226,0,0.305200747,US_GOM_PLL1
1990,2,1,13,1,0.773393953,0,0.31940797,US_GOM_PLL1
1991,2,1,13,1,1.289479561,0,0.297356374,US_GOM_PLL1
1992,2,1,14,1,1.145537742,0,0.345634835,US_GOM_PLL2
1993,2,1,14,1,0.642551239,0,0.362958815,US_GOM_PLL2
1994,2,1,14,1,0.471957451,0,0.388389138,US_GOM_PLL2
1995,2,1,14,1,0.439868727,0,0.391623647,US_GOM_PLL2
1996,2,1,14,1,0.255200413,0,0.399290462,US_GOM_PLL2
1997,2,1,14,1,0.467383229,0,0.36431853,US_GOM_PLL2
1998,2,1,14,1,0.498914529,0,0.370974211,US_GOM_PLL2
1999,2,1,14,1,0.84739374,0,0.325768139,US_GOM_PLL2
2000,2,1,14,1,1.25441037,0,0.326177193,US_GOM_PLL2
2001,2,1,14,1,0.711890075,0,0.375498639,US_GOM_PLL2
2002,2,1,14,1,0.666826612,0,0.385662102,US_GOM_PLL2
2003,2,1,14,1,1.203829725,0,0.320966344,US_GOM_PLL2
2004,2,1,14,1,1.090515866,0,0.322895026,US_GOM_PLL2
2005,2,1,14,1,0.823676314,0,0.338332656,US_GOM_PLL2
2006,2,1,14,1,0.58191867,0,0.387464221,US_GOM_PLL2
2007,2,1,14,1,0.780603757,0,0.376701648,US_GOM_PLL2
2008,2,1,14,1,1.798383706,0,0.330472335,US_GOM_PLL2
2009,2,1,14,1,1.470457322,0,0.352412595,US_GOM_PLL2
2010,2,1,14,1,1.230514134,0,0.337950592,US_GOM_PLL2
2011,2,1,14,1,1.10121113,0,0.479552969,US_GOM_PLL2
2012,2,1,14,1,3.428789876,0,0.372426869,US_GOM_PLL2
2013,2,1,14,1,1.239323066,0,0.423882312,US_GOM_PLL2
2014,2,1,14,1,0.969805969,0,0.435391826,US_GOM_PLL2
2015,2,1,14,1,1.026675964,0,0.467844674,US_GOM_PLL2
2016,2,1,14,1,1.110130304,0,0.470726799,US_GOM_PLL2
2017,2,1,14,1,0.825262215,0,0.485039912,US_GOM_PLL2
2018,2,1,14,1,0.916967854,0,0.526521562,US_GOM_PLL2
1974,2,1,15,2,0.968,0,0.266,JPLL_GOM
1975,2,1,15,2,0.534,0,0.205,JPLL_GOM
1976,2,1,15,2,0.666,0,0.207,JPLL_GOM
1977,2,1,15,2,0.913,0,0.216,JPLL_GOM
1978,2,1,15,2,0.876,0,0.225,JPLL_GOM
1979,2,1,15,2,1.287,0,0.283,JPLL_GOM
1980,2,1,15,2,1.158,0,0.265,JPLL_GOM
1981,2,1,15,2,0.553,0,0.239,JPLL_GOM
1976,4,2,16,2,0.39408,0,0.39783,JPN_LL_West1
1977,4,2,16,2,0.89279,0,0.31209,JPN_LL_West1
1978,4,2,16,2,0.72703,0,0.33414,JPN_LL_West1
1979,4,2,16,2,0.8195,0,0.27794,JPN_LL_West1
1980,4,2,16,2,1.39962,0,0.27749,JPN_LL_West1
1981,4,2,16,2,1.11005,0,0.26065,JPN_LL_West1
1982,4,2,16,2,0.78385,0,0.27303,JPN_LL_West1
1983,4,2,16,2,0.45779,0,0.33991,JPN_LL_West1
1984,4,2,16,2,0.6748,0,0.28761,JPN_LL_West1
1985,4,2,16,2,0.8291,0,0.26527,JPN_LL_West1
1986,4,2,16,2,0.0135,0,1.55117,JPN_LL_West1
1987,4,2,16,2,0.37473,0,0.32923,JPN_LL_West1
1988,4,2,16,2,0.34564,0,0.36586,JPN_LL_West1
1989,4,2,16,2,0.68782,0,0.29517,JPN_LL_West1
1990,4,2,16,2,0.47634,0,0.3184,JPN_LL_West1
1991,4,2,16,2,0.60263,0,0.29755,JPN_LL_West1
1992,4,2,16,2,1.08968,0,0.26419,JPN_LL_West1
1993,4,2,16,2,0.98115,0,0.27115,JPN_LL_West1
1994,4,2,16,2,0.89864,0,0.26533,JPN_LL_West1
1995,4,2,16,2,0.59235,0,0.33847,JPN_LL_West1
1996,4,2,16,2,2.23729,0,0.26955,JPN_LL_West1
1997,4,2,16,2,1.63853,0,0.26107,JPN_LL_West1
1998,4,2,16,2,0.76478,0,0.29304,JPN_LL_West1
1999,4,2,16,2,1.1391,0,0.25974,JPN_LL_West1
2000,4,2,16,2,1.12885,0,0.26655,JPN_LL_West1
2001,4,2,16,2,0.91929,0,0.26824,JPN_LL_West1
2002,4,2,16,2,0.78319,0,0.2762,JPN_LL_West1
2003,4,2,16,2,1.22826,0,0.28754,JPN_LL_West1
2004,4,2,16,2,1.10984,0,0.30318,JPN_LL_West1
2005,4,2,16,2,0.9938,0,0.26038,JPN_LL_West1
2006,4,2,16,2,1.53452,0,0.29066,JPN_LL_West1
2007,4,2,16,2,0.98522,0,0.40476,JPN_LL_West1
2008,4,2,16,2,1.35938,0,0.44504,JPN_LL_West1
2009,4,2,16,2,2.33865,0,0.35279,JPN_LL_West1
2010,4,2,17,18,0.59925,0,0.37154,JPN_LL_West2
2011,4,2,17,18,2.03502,0,0.26364,JPN_LL_West2
2012,4,2,17,18,2.53639,0,0.26647,JPN_LL_West2
2013,4,2,17,18,1.91215,0,0.26139,JPN_LL_West2
2014,4,2,17,18,2.38335,0,0.28448,JPN_LL_West2
2015,4,2,17,18,1.45744,0,0.26655,JPN_LL_West2
2016,4,2,17,18,3.67304,0,0.29387,JPN_LL_West2
2017,4,2,17,18,3.6363,0,0.31352,JPN_LL_West2
1984,3,3,18,14,0.229,0,0.04935,CAN GSL
1985,3,3,18,14,0.116,0,0.0461,CAN GSL
1986,3,3,18,14,0.082,0,0.04944,CAN GSL
1987,3,3,18,14,0.075,0,0.04861,CAN GSL
1988,3,3,18,14,0.126,0,0.03982,CAN GSL
1989,3,3,18,14,0.252,0,0.0301,CAN GSL
1990,3,3,18,14,0.058,0,0.04953,CAN GSL
1991,3,3,18,14,0.176,0,0.04139,CAN GSL
1992,3,3,18,14,0.298,0,0.04042,CAN GSL
1993,3,3,18,14,0.326,0,0.03284,CAN GSL
1994,3,3,18,14,0.092,0,0.05782,CAN GSL
1995,3,3,18,14,0.256,0,0.03086,CAN GSL
1996,3,3,18,14,0.055,0,0.04253,CAN GSL
1997,3,3,18,14,0.049,0,0.0642,CAN GSL
1998,3,3,18,14,0.092,0,0.05096,CAN GSL
1999,3,3,18,14,0.143,0,0.04783,CAN GSL
2000,3,3,18,14,0.119,0,0.04944,CAN GSL
2001,3,3,18,14,0.104,0,0.04883,CAN GSL
2002,3,3,18,14,0.159,0,0.05269,CAN GSL
2003,3,3,18,14,0.205,0,0.05317,CAN GSL
2004,3,3,18,14,0.37,0,0.03879,CAN GSL
2005,3,3,18,14,0.269,0,0.05355,CAN GSL
2006,3,3,18,14,0.255,0,0.05509,CAN GSL
2007,3,3,18,14,0.479,0,0.03322,CAN GSL
2008,3,3,18,14,0.359,0,0.04206,CAN GSL
2009,3,3,18,14,0.643,0,0.02978,CAN GSL
2010,3,3,18,14,1.782,0,0.0165,CAN GSL
2011,3,3,18,14,1.046,0,0.03663,CAN GSL
2012,3,3,18,14,1.301,0,0.03498,CAN GSL
2013,3,3,18,14,1.168,0,0.03506,CAN GSL
2014,3,3,18,14,1.062,0,0.03764,CAN GSL
2015,3,3,18,14,0.848,0,0.04416,CAN GSL
2016,3,3,18,14,1.2,0,0.03814,CAN GSL
2017,3,3,18,14,0.762,0,0.0419,CAN GSL
1988,3,2,19,14,2.711,0,0.0156,CAN SWNS
1989,3,2,19,14,2.837,0,0.02253,CAN SWNS
1990,3,2,19,14,1.358,0,0.05372,CAN SWNS
1991,3,2,19,14,1.328,0,0.04339,CAN SWNS
1992,3,2,19,14,1.543,0,0.04833,CAN SWNS
1993,3,2,19,14,0.874,0,0.03302,CAN SWNS
1994,3,2,19,14,1.76,0,0.03759,CAN SWNS
1995,3,2,19,14,1.863,0,0.03029,CAN SWNS
1996,3,2,19,14,0.543,0,0.06575,CAN SWNS
1997,3,2,19,14,0.457,0,0.0802,CAN SWNS
1998,3,2,19,14,0.641,0,0.08549,CAN SWNS
1999,3,2,19,14,1.065,0,0.06447,CAN SWNS
2000,3,2,19,14,0.518,0,0.05791,CAN SWNS
2001,3,2,19,14,0.924,0,0.06097,CAN SWNS
2002,3,2,19,14,1.824,0,0.04383,CAN SWNS
2003,3,2,19,14,2.057,0,0.02497,CAN SWNS
2004,3,2,19,14,1.6,0,0.03982,CAN SWNS
2005,3,2,19,14,1.902,0,0.04534,CAN SWNS
2006,3,2,19,14,2.679,0,0.04634,CAN SWNS
2007,3,2,19,14,1.961,0,0.03899,CAN SWNS
2008,3,2,19,14,2,0,0.04053,CAN SWNS
2009,3,2,19,14,3.06,0,0.0258,CAN SWNS
2010,3,2,19,14,3.024,0,0.02404,CAN SWNS
2011,3,2,19,14,2.686,0,0.02405,CAN SWNS
2012,3,2,19,14,2.718,0,0.02574,CAN SWNS
2013,3,2,19,14,1.862,0,0.0288,CAN SWNS
2014,3,2,19,14,1.987,0,0.02463,CAN SWNS
2015,3,2,19,14,2.42,0,0.02603,CAN SWNS
2016,3,2,19,14,2.58,0,0.02638,CAN SWNS
2017,3,2,19,14,2.711,0,0.01787,CAN SWNS
