Year,age,Prob(East),BFT_Area,Quarter
2013,5,0.19,W_ATL,3
2013,4,0.082,W_ATL,3
1976,5,0.386,W_ATL,2
2013,7,0.376,W_ATL,3
2013,5,0.852,W_ATL,3
2013,4,0.944,W_ATL,3
2013,6,0.916,W_ATL,3
2013,6,0.436,W_ATL,3
2013,5,0.16,W_ATL,3
2013,6,0.19,W_ATL,3
2013,5,0.84,W_ATL,3
2013,4,0.072,W_ATL,3
2013,5,0.352,W_ATL,3
1976,5,0.864,W_ATL,2
2013,3,0.204,W_ATL,3
2013,4,0.78,W_ATL,3
2013,6,0.416,W_ATL,3
2013,8,0.21,W_ATL,1
2013,9,0.058,W_ATL,1
2013,7,0.926,W_ATL,1
2013,7,0.156,W_ATL,1
2013,7,0.356,W_ATL,1
2013,6,0.318,W_ATL,3
2013,7,0.344,W_ATL,3
1976,3,0.816,W_ATL,3
2013,10,0.408,W_ATL,3
2013,7,0.922,W_ATL,3
2014,11,0.094,GOM,1
2014,11,0.064,GOM,2
2014,14,0.096,GOM,2
2014,11,0.018,GOM,2
2014,10,0.052,GOM,2
2014,10,0.016,GOM,2
2014,8,0.05,GOM,2
2014,18,0.054,GOM,2
1976,7,0.218,W_ATL,2
2014,21,0.796,GOM,2
2014,16,0.092,GOM,2
2014,12,0.502,GOM,2
2014,13,0.06,GOM,2
2014,11,0.034,GOM,2
2014,12,0.08,GOM,2
2014,10,0.098,GOM,2
2014,16,0.068,GOM,2
2014,12,0.284,GOM,2
2014,11,0.084,GOM,2
1976,3,0.1,W_ATL,3
2014,14,0.256,GOM,2
2014,11,0.114,GOM,2
2014,11,0.096,GOM,2
2014,12,0.102,GOM,2
2014,24,0.092,GOM,2
2014,13,0.038,GOM,2
2014,12,0.016,GOM,2
2014,10,0.102,GOM,2
2014,14,0.114,GOM,2
2014,22,0.06,GOM,2
1976,3,0.054,W_ATL,3
2014,14,0.202,W_ATL,1
2014,13,0.08,W_ATL,1
2014,6,0.004,W_ATL,3
2014,5,0.254,W_ATL,3
2014,5,0.268,W_ATL,3
2014,4,0.374,W_ATL,3
2014,3,0.26,W_ATL,3
2014,7,0.072,W_ATL,3
2014,6,0.918,W_ATL,3
2014,6,0.014,W_ATL,3
1976,6,0.106,W_ATL,3
2014,5,0.192,W_ATL,3
2014,4,0.852,W_ATL,3
2014,11,0.266,W_ATL,1
2014,4,0.856,W_ATL,3
2014,3,0.144,W_ATL,3
2014,6,0.526,W_ATL,3
2014,4,0.796,W_ATL,3
2014,4,0.16,W_ATL,3
2014,4,0.14,W_ATL,3
2014,6,0.262,W_ATL,3
1975,5,0.012,W_ATL,3
1976,5,0.19,W_ATL,3
2014,5,0.264,W_ATL,3
2014,8,0.842,W_ATL,3
2014,11,0.654,W_ATL,1
2014,7,0.386,W_ATL,3
2014,6,0.352,W_ATL,3
2014,6,0.364,W_ATL,3
2014,6,0.134,W_ATL,3
2014,4,0.414,W_ATL,3
2014,4,0.838,W_ATL,3
2014,4,0.944,W_ATL,3
1976,6,0.122,W_ATL,3
2014,4,0.194,W_ATL,3
2014,4,0.444,W_ATL,3
2014,3,0.314,W_ATL,3
2014,11,0.104,W_ATL,1
2014,3,0.744,W_ATL,3
2014,8,0.19,W_ATL,3
2014,6,0.266,W_ATL,3
2014,5,0.154,W_ATL,3
2014,5,0.946,W_ATL,3
2014,4,0.632,W_ATL,3
1976,4,0.522,W_ATL,3
2014,4,0.522,W_ATL,3
2014,3,0.138,W_ATL,3
2014,3,0.19,W_ATL,3
2014,5,0.93,W_ATL,3
2014,10,0.3,W_ATL,1
2014,5,0.73,W_ATL,3
2014,4,0.79,W_ATL,3
2014,3,0.85,W_ATL,3
2014,3,0.308,W_ATL,3
2014,5,0.922,W_ATL,3
1976,5,0.066,W_ATL,3
2014,4,0.172,W_ATL,3
2014,4,0.278,W_ATL,3
2014,6,0.292,W_ATL,3
2014,4,0.938,W_ATL,3
2014,3,0.302,W_ATL,3
2014,10,0.106,W_ATL,1
2014,4,0.262,W_ATL,3
2014,4,0.598,W_ATL,3
2014,5,0.022,W_ATL,3
2014,3,0.044,W_ATL,3
1976,3,0.088,W_ATL,3
2014,5,0.28,W_ATL,3
2014,14,0.16,W_ATL,4
2014,9,0.324,W_ATL,1
2014,9,0.448,W_ATL,1
2014,9,0.898,W_ATL,1
2014,8,0.874,W_ATL,1
2014,14,0.386,W_ATL,1
2014,10,0.308,W_ATL,1
2014,10,0.442,W_ATL,1
2014,8,0.186,W_ATL,1
1976,4,0.088,W_ATL,2
2014,15,0.122,W_ATL,2
2014,13,0.89,W_ATL,2
2014,9,0.652,W_ATL,2
2014,8,0.878,W_ATL,2
2014,8,0.29,W_ATL,2
2014,7,0.084,W_ATL,2
2014,6,0.066,W_ATL,2
2014,10,0.812,W_ATL,1
2014,6,0.118,W_ATL,2
2014,6,0.078,W_ATL,2
1976,4,0.018,W_ATL,2
2014,4,0.11,W_ATL,2
2014,7,0.068,W_ATL,2
2014,7,0.18,W_ATL,2
2014,6,0.068,W_ATL,2
2014,5,0.064,W_ATL,2
2014,5,0.068,W_ATL,2
2014,6,0.172,W_ATL,2
2014,5,0.812,W_ATL,2
2014,10,0.934,W_ATL,1
2014,3,0.2,W_ATL,2
1976,4,0.108,W_ATL,2
2014,5,0.012,W_ATL,2
2014,4,0.126,W_ATL,2
2014,3,0.148,W_ATL,2
2014,3,0.392,W_ATL,2
2014,3,0.178,W_ATL,2
2014,5,0.004,W_ATL,2
2014,4,0.22,W_ATL,2
2014,3,0.772,W_ATL,2
2014,6,0.102,W_ATL,2
2014,10,0.03,W_ATL,1
1976,4,0.098,W_ATL,2
2014,5,0.352,W_ATL,2
2014,4,0.136,W_ATL,2
2014,3,0.354,W_ATL,2
2014,4,0.246,W_ATL,2
2014,4,0.86,W_ATL,2
2014,8,0.196,W_ATL,2
2014,5,0.058,W_ATL,3
2014,5,0.09,W_ATL,3
2014,5,0.822,W_ATL,3
2014,6,0.46,W_ATL,3
1976,4,0.052,W_ATL,2
2014,15,0.044,W_ATL,1
2014,6,0.07,W_ATL,3
2014,5,0.104,W_ATL,3
2014,6,0.566,W_ATL,3
2014,6,0.128,W_ATL,3
2014,6,0.178,W_ATL,3
2014,6,0.044,W_ATL,3
2014,6,0.166,W_ATL,3
2014,4,0.15,W_ATL,3
2014,4,0.68,W_ATL,3
1975,5,0.068,W_ATL,3
1976,4,0.09,W_ATL,2
2014,3,0.124,W_ATL,3
2014,15,0.852,W_ATL,1
2014,3,0.226,W_ATL,3
2014,8,0.184,W_ATL,3
2014,7,0.314,W_ATL,3
2014,6,0.146,W_ATL,3
2014,6,0.874,W_ATL,3
2014,5,0.388,W_ATL,3
2014,5,0.18,W_ATL,3
2014,5,0.86,W_ATL,3
1976,19,0.072,W_ATL,3
2014,4,0.2,W_ATL,3
2014,4,0.23,W_ATL,3
2014,14,0.348,W_ATL,1
2014,4,0.272,W_ATL,3
2014,4,0.912,W_ATL,3
2014,4,0.462,W_ATL,3
2014,4,0.408,W_ATL,3
2014,3,0.886,W_ATL,3
2014,3,0.916,W_ATL,3
2014,6,0.06,W_ATL,3
1976,10,0.088,W_ATL,3
2014,5,0.414,W_ATL,3
2014,5,0.164,W_ATL,3
2014,4,0.956,W_ATL,3
2014,13,0.73,W_ATL,1
2014,4,0.178,W_ATL,3
2014,4,0.346,W_ATL,3
2014,3,0.134,W_ATL,3
2014,6,0.814,W_ATL,3
2014,5,0.19,W_ATL,3
2014,5,0.03,W_ATL,3
1976,12,0.102,W_ATL,3
2014,5,0.068,W_ATL,3
2014,5,0.474,W_ATL,3
2014,7,0.064,W_ATL,3
2014,7,0.026,W_ATL,3
2014,5,0.084,W_ATL,3
2014,8,0.34,W_ATL,4
2014,6,0.328,W_ATL,3
2014,7,0.124,W_ATL,3
2014,6,0.018,W_ATL,4
2014,5,0.84,W_ATL,4
1976,16,0.08,W_ATL,3
2014,7,0.36,W_ATL,4
2014,7,0.058,W_ATL,4
2014,6,0.2,W_ATL,4
2014,6,0.552,W_ATL,4
1976,16,0.02,W_ATL,3
1976,24,0.104,W_ATL,3
1976,19,0.104,W_ATL,3
1976,21,0.004,W_ATL,3
1976,17,0.122,W_ATL,3
1974,6,0.07,W_ATL,4
1975,2,0.902,W_ATL,3
1976,27,0.096,W_ATL,3
1976,20,0.102,W_ATL,3
1976,17,0.09,W_ATL,3
1976,24,0.22,W_ATL,3
1976,23,0.212,W_ATL,3
1976,20,0.398,W_ATL,3
1976,19,0.086,W_ATL,3
1976,24,0.074,W_ATL,3
1976,18,0.088,W_ATL,3
1976,29,0.096,W_ATL,3
1975,2,0.696,W_ATL,3
1976,20,0.022,W_ATL,3
1976,16,0.128,W_ATL,3
1976,19,0.076,W_ATL,3
1976,23,0.104,W_ATL,3
1976,25,0.092,W_ATL,2
1976,19,0.208,W_ATL,3
1976,23,0.264,W_ATL,3
1976,25,0.096,W_ATL,3
1976,19,0.274,W_ATL,3
1976,18,0.208,W_ATL,3
1975,2,0.1,W_ATL,3
1976,17,0.128,W_ATL,3
1976,22,0.134,W_ATL,3
1976,22,0.082,W_ATL,3
1976,18,0.098,W_ATL,3
1976,25,0.198,W_ATL,3
1976,23,0.348,W_ATL,3
1976,10,0.012,W_ATL,3
1977,3,0.112,W_ATL,2
1977,7,0.03,W_ATL,2
1977,5,0.112,W_ATL,2
1975,2,0.178,W_ATL,3
1977,8,0.34,W_ATL,2
1977,5,0.088,W_ATL,2
1977,5,0.37,W_ATL,2
1977,6,0.838,W_ATL,2
1977,6,0.716,W_ATL,2
1977,5,0.654,W_ATL,2
1977,4,0.06,W_ATL,2
1977,5,0.274,W_ATL,2
1977,4,0.114,W_ATL,3
1977,4,0.108,W_ATL,2
1975,3,0.044,W_ATL,3
1977,6,0.286,W_ATL,2
1977,4,0.806,W_ATL,2
1977,17,0.074,W_ATL,3
1977,25,0.174,W_ATL,3
1977,13,0.154,W_ATL,3
1977,25,0.112,W_ATL,3
1977,11,0.278,W_ATL,3
1977,11,0.078,W_ATL,3
1977,27,0.09,W_ATL,3
1977,27,0.174,W_ATL,3
1975,2,0.2,W_ATL,3
1977,10,0.782,W_ATL,3
1977,14,0.212,W_ATL,3
1977,20,0.062,W_ATL,3
1978,24,0.118,GOM,1
1978,19,0.364,GOM,2
1978,15,0.2,GOM,2
1978,14,0.124,GOM,2
1978,18,0.856,GOM,2
1978,26,0.218,GOM,2
1978,14,0.14,GOM,2
1975,2,0.052,W_ATL,3
1978,28,0.458,GOM,2
1978,28,0.84,GOM,2
1978,13,0.782,GOM,2
1978,29,0.194,GOM,2
1978,27,0.232,GOM,2
1978,22,0.308,GOM,2
1978,22,0.268,GOM,2
1978,28,0.908,GOM,2
1978,23,0.504,GOM,2
1978,17,0.618,GOM,2
1975,2,0.084,W_ATL,3
1978,14,0.182,GOM,2
1978,26,0.146,GOM,2
1978,22,0.258,GOM,2
1978,23,0.206,GOM,2
1978,17,0.404,GOM,2
1978,25,0.236,GOM,2
1978,13,0.148,GOM,2
1978,18,0.712,GOM,2
1978,27,0.17,GOM,2
1978,28,0.228,GOM,2
1975,2,0.818,W_ATL,3
1978,23,0.38,GOM,2
1978,21,0.22,GOM,2
1978,15,0.382,GOM,2
1978,23,0.106,GOM,2
1978,11,0.238,GOM,2
1978,14,0.106,GOM,2
1978,24,0.904,GOM,2
1978,22,0.058,GOM,1
1978,22,0.084,GOM,2
1978,14,0.33,GOM,2
1975,2,0.094,W_ATL,3
1978,29,0.434,GOM,2
1978,15,0.284,GOM,2
1978,23,0.316,GOM,2
1978,22,0.324,GOM,2
1978,15,0.346,GOM,2
1978,20,0.208,GOM,2
1978,29,0.468,GOM,2
1978,25,0.122,GOM,1
1978,26,0.064,GOM,2
1978,25,0.096,GOM,2
1975,2,0.07,W_ATL,3
1975,3,0.082,W_ATL,3
1978,21,0.198,GOM,2
1978,28,0.3,GOM,2
1978,14,0.116,GOM,2
1978,24,0.178,GOM,2
1978,22,0.474,GOM,2
1978,22,0.278,GOM,2
1978,19,0.08,GOM,2
1978,23,0.072,GOM,1
1978,23,0.354,GOM,2
1978,23,0.096,GOM,2
1975,2,0.126,W_ATL,3
1978,26,0.33,GOM,2
1978,22,0.322,GOM,2
1978,27,0.012,GOM,2
1978,16,0.11,GOM,1
1978,19,0.226,GOM,2
1978,17,0.326,GOM,2
1978,24,0.11,GOM,2
1978,14,0.23,GOM,2
1978,29,0.416,GOM,1
1978,19,0.13,GOM,2
1975,2,0.092,W_ATL,3
1978,24,0.386,GOM,2
1978,24,0.626,GOM,2
1978,29,0.338,GOM,2
1978,26,0.3,GOM,1
1978,26,0.28,GOM,2
1978,23,0.42,GOM,2
1978,24,0.532,GOM,2
1978,30,0.48,GOM,2
1978,22,0.498,GOM,2
1978,2,0.078,W_ATL,3
1975,20,0.306,GOM,2
1978,14,0.648,GOM,2
1978,13,0.384,GOM,2
1978,20,0.154,GOM,2
1978,18,0.24,GOM,1
1978,19,0.03,GOM,2
1978,12,0.9,GOM,2
1978,30,0.232,GOM,2
1978,26,0.094,GOM,2
1978,34,0.29,GOM,2
1978,2,0.014,W_ATL,3
1975,32,0.252,GOM,2
1978,28,0.094,GOM,2
1978,25,0.084,GOM,2
1978,32,0.334,GOM,2
1978,27,0.66,GOM,1
1978,21,0.276,GOM,2
1978,28,0.086,GOM,2
1978,27,0.408,GOM,2
1978,26,0.204,GOM,2
1978,24,0.26,GOM,2
1978,2,0.06,W_ATL,3
1975,25,0.308,GOM,2
1978,3,0.292,W_ATL,3
1996,5,0.422,W_ATL,3
1996,3,0.106,W_ATL,3
1996,3,0.854,W_ATL,3
1996,3,0.24,W_ATL,3
1996,2,0.108,W_ATL,3
1996,7,0.714,W_ATL,4
1996,6,0.174,W_ATL,4
1996,9,0.418,W_ATL,4
1996,2,0.104,W_ATL,3
1975,6,0.052,W_ATL,4
1996,13,0.302,W_ATL,4
1996,9,0.032,W_ATL,4
1996,8,0.812,W_ATL,4
1996,6,0.076,W_ATL,3
1996,16,0.364,W_ATL,4
1996,10,0.952,W_ATL,4
1996,10,0.374,W_ATL,4
1996,9,0.412,W_ATL,4
1996,21,0.038,W_ATL,3
1996,3,0.098,W_ATL,3
1975,8,0.674,W_ATL,3
1996,7,0.058,W_ATL,3
1996,9,0.908,W_ATL,3
1996,7,0.176,W_ATL,3
1996,18,0.398,W_ATL,3
1996,8,0.138,W_ATL,3
1996,10,0.45,W_ATL,3
1996,9,0.228,W_ATL,3
1996,8,0.174,W_ATL,3
1996,10,0.186,W_ATL,3
1996,2,0.118,W_ATL,3
1975,8,0.136,W_ATL,3
1996,12,0.204,W_ATL,3
1996,9,0.264,W_ATL,3
1996,10,0.822,W_ATL,3
1996,10,0.124,W_ATL,3
1996,10,0.252,W_ATL,3
1996,9,0.88,W_ATL,3
1996,7,0.872,W_ATL,3
1996,10,0.812,W_ATL,3
1996,10,0.738,W_ATL,3
1996,2,0.06,W_ATL,3
1975,9,0.068,W_ATL,3
1996,10,0.744,W_ATL,3
1996,7,0.808,W_ATL,3
1996,9,0.824,W_ATL,3
1996,10,0.13,W_ATL,3
1996,11,0.522,W_ATL,4
1996,9,0.85,W_ATL,4
1996,10,0.952,W_ATL,4
1996,9,0.872,W_ATL,4
1996,8,0.108,W_ATL,4
1996,3,0.14,W_ATL,3
1975,3,0.8,W_ATL,3
1975,10,0.244,W_ATL,4
1996,7,0.842,W_ATL,4
1996,9,0.886,W_ATL,4
1996,10,0.908,W_ATL,4
1996,10,0.84,W_ATL,4
1996,11,0.844,W_ATL,4
1996,7,0.804,W_ATL,3
1996,8,0.232,W_ATL,4
1996,2,0.082,W_ATL,3
1996,8,0.854,W_ATL,3
1996,7,0.294,W_ATL,3
1975,7,0.2,W_ATL,3
1996,8,0.928,W_ATL,3
1996,9,0.098,W_ATL,4
1996,9,0.138,W_ATL,3
1996,8,0.212,W_ATL,3
1996,8,0.234,W_ATL,3
1996,8,0.224,W_ATL,3
1996,7,0.056,W_ATL,3
1996,2,0.09,W_ATL,3
1996,8,0.072,W_ATL,3
1996,8,0.14,W_ATL,3
1975,7,0.206,W_ATL,3
1996,7,0.894,W_ATL,3
1996,8,0.794,W_ATL,3
1996,12,0.828,W_ATL,4
1996,8,0.456,W_ATL,1
1996,3,0.754,W_ATL,2
1996,12,0.288,W_ATL,1
1997,9,0.874,W_ATL,1
1997,1,0.108,W_ATL,3
1997,10,0.712,W_ATL,1
1997,7,0.838,W_ATL,2
1975,6,0.924,W_ATL,3
1997,5,0.894,W_ATL,3
1997,6,0.012,W_ATL,1
1997,3,0.922,W_ATL,3
1997,5,0.106,W_ATL,3
1997,5,0.068,W_ATL,3
1997,5,0.94,W_ATL,1
1997,7,0.776,W_ATL,3
1997,2,0.082,W_ATL,3
1997,8,0.752,W_ATL,1
1997,7,0.498,W_ATL,1
1975,9,0.12,W_ATL,1
1997,8,0.856,W_ATL,1
1997,3,0.912,W_ATL,3
1997,2,0.93,W_ATL,3
1997,1,0.25,W_ATL,3
1997,3,0.766,W_ATL,3
1997,2,0.806,W_ATL,3
1997,2,0.746,W_ATL,3
1997,3,0.012,W_ATL,3
1997,2,0.372,W_ATL,3
1997,3,0.504,W_ATL,3
1975,3,0.078,W_ATL,3
1997,2,0.914,W_ATL,3
1997,2,0.846,W_ATL,3
1997,2,0.744,W_ATL,3
1997,2,0.972,W_ATL,3
1997,2,0.948,W_ATL,3
1997,2,0.066,W_ATL,3
1997,2,0.962,W_ATL,3
1997,1,0.04,W_ATL,3
1997,5,0.708,W_ATL,3
1997,4,0.828,W_ATL,3
1975,4,0.888,W_ATL,3
1998,3,0.212,W_ATL,3
1998,3,0.836,W_ATL,3
1998,3,0.016,W_ATL,3
1998,1,0.136,W_ATL,4
1998,3,0.97,W_ATL,3
1998,3,0.144,W_ATL,2
1998,2,0.09,W_ATL,3
1998,8,0.842,W_ATL,3
1998,5,0.804,W_ATL,3
1998,5,0.894,W_ATL,3
1975,5,0.198,W_ATL,3
1998,5,0.758,W_ATL,3
1998,5,0.9,W_ATL,3
1998,6,0.114,W_ATL,3
1998,4,0.656,W_ATL,3
1998,5,0.944,W_ATL,3
1998,4,0.772,W_ATL,3
1998,2,0.094,W_ATL,3
1998,5,0.094,W_ATL,3
1998,7,0.882,W_ATL,3
1998,6,0.934,W_ATL,3
1975,7,0.066,W_ATL,3
1998,2,0.136,W_ATL,3
1998,4,0.826,W_ATL,3
1998,3,0.106,W_ATL,3
1998,4,0.768,W_ATL,3
1998,4,0.516,W_ATL,3
1998,1,0.944,W_ATL,3
1998,1,0.134,W_ATL,3
1998,1,0.946,W_ATL,3
1998,3,0.906,W_ATL,3
1998,1,0.054,W_ATL,3
1975,1,0.904,W_ATL,3
1998,2,0.826,W_ATL,3
1998,2,0.896,W_ATL,3
1998,1,0.9,W_ATL,3
1998,4,0.942,W_ATL,3
1998,1,0.94,W_ATL,3
1998,2,0.058,W_ATL,3
1998,2,0.724,W_ATL,3
1998,2,0.074,W_ATL,3
1998,1,0.9,W_ATL,3
1998,2,0.848,W_ATL,3
1975,6,0.012,W_ATL,3
1975,3,0.802,W_ATL,2
1998,3,0.068,W_ATL,3
1998,3,0.86,W_ATL,3
1998,3,0.802,W_ATL,3
1999,2,0.06,W_ATL,3
1999,2,0.304,W_ATL,3
1999,2,0.08,W_ATL,3
1999,5,0.806,W_ATL,3
1999,7,0.508,W_ATL,3
1999,4,0.862,W_ATL,3
1999,4,0.782,W_ATL,3
1975,4,0.108,W_ATL,3
1999,4,0.436,W_ATL,3
1999,2,0.776,W_ATL,3
1999,2,0.146,W_ATL,3
1999,2,0.812,W_ATL,3
1999,1,0.08,W_ATL,3
1999,2,0.93,W_ATL,4
1999,2,0.892,W_ATL,4
1999,2,0.108,W_ATL,3
1999,2,0.932,W_ATL,4
1999,3,0.818,W_ATL,2
1975,3,0.914,W_ATL,3
1999,4,0.094,W_ATL,3
1999,3,0.974,W_ATL,3
1999,3,0.794,W_ATL,3
1999,1,0.064,W_ATL,3
2000,2,0.1,W_ATL,3
2000,2,0.104,W_ATL,3
2000,5,0.068,W_ATL,3
2000,2,0.082,W_ATL,3
2000,2,0.094,W_ATL,3
2000,16,0.102,GOM,2
1975,18,0.092,GOM,2
2002,14,0.126,GOM,2
2002,11,0.084,GOM,2
2002,16,0.166,GOM,2
2002,2,0.078,W_ATL,3
2002,15,0.166,GOM,2
2002,11,0.078,GOM,2
2002,14,0.16,GOM,2
2002,14,0.03,GOM,2
2002,13,0.054,GOM,2
2002,11,0.232,GOM,2
1975,15,0.094,GOM,2
2002,16,0.71,GOM,2
2002,12,0.036,GOM,2
2002,9,0.09,GOM,2
2002,2,0.092,W_ATL,3
2002,2,0.25,W_ATL,3
2002,19,0.018,GOM,2
2002,18,0.07,GOM,2
2002,16,0.278,GOM,2
2002,14,0.07,GOM,2
2002,12,0.092,GOM,2
1975,11,0.078,GOM,2
2002,16,0.02,GOM,2
2002,14,0.06,GOM,2
2002,12,0.036,GOM,2
2002,15,0.428,GOM,2
2002,9,0.256,W_ATL,3
2002,12,0.016,GOM,2
2002,12,0.098,GOM,2
2002,9,0.084,GOM,2
2002,16,0.104,GOM,2
2002,12,0.07,GOM,2
1975,13,0.052,GOM,2
2002,11,0.068,GOM,2
2002,9,0.112,GOM,2
2002,19,0.252,GOM,2
2002,15,0.288,GOM,2
2002,11,0.068,W_ATL,3
2002,12,0.402,GOM,2
2002,11,0.098,GOM,2
2002,10,0.962,GOM,2
2002,8,0.064,GOM,2
2002,15,0.212,GOM,2
1975,13,0.098,GOM,2
2002,9,0.06,GOM,2
2002,20,0.088,GOM,2
2002,17,0.018,GOM,2
2002,16,0.244,GOM,2
2002,11,0.06,W_ATL,3
2002,16,0.088,GOM,2
2002,16,0.026,GOM,2
2002,15,0.082,GOM,2
2002,16,0.232,GOM,2
2002,15,0.03,GOM,2
1975,13,0.286,GOM,2
2002,16,0.102,GOM,2
2002,13,0.066,GOM,2
2002,20,0.108,GOM,2
2002,16,0.06,GOM,2
2002,16,0.098,W_ATL,3
2009,14,0.096,GOM,2
2009,20,0.054,GOM,2
2009,13,0.32,GOM,2
2009,19,0.066,GOM,2
2009,13,0.15,GOM,2
1975,22,0.11,GOM,2
2009,16,0.85,GOM,2
2009,15,0.772,GOM,2
2009,19,0.03,GOM,2
2009,14,0.256,GOM,2
2009,24,0.086,W_ATL,3
2009,31,0.076,GOM,2
2009,14,0.052,GOM,2
2009,17,0.192,GOM,2
2009,17,0.036,GOM,2
2009,12,0.104,GOM,2
1975,14,0.05,GOM,2
1975,20,0.092,GOM,2
2009,19,0.1,GOM,2
2009,19,0.3,GOM,2
2009,15,0.042,GOM,2
2009,9,0.06,W_ATL,3
2009,12,0.182,GOM,2
2009,11,0.098,GOM,2
2009,12,0.058,GOM,2
2009,20,0.068,GOM,2
2009,15,0.102,GOM,2
2009,10,0.07,GOM,2
1975,12,0.092,GOM,1
2009,18,0.136,GOM,1
2009,12,0.094,GOM,1
2009,8,0.254,GOM,1
2009,23,0.08,W_ATL,3
2009,22,0.054,GOM,2
2009,17,0.028,GOM,2
2009,11,0.12,GOM,2
2009,10,0.094,GOM,2
2009,22,0.076,GOM,2
2009,9,0.06,GOM,2
1975,11,0.03,GOM,2
2009,14,0.18,GOM,1
2009,10,0.032,GOM,2
2009,29,0.108,GOM,2
2009,16,0.052,W_ATL,3
2009,14,0.104,GOM,2
2009,20,0.216,GOM,2
2009,11,0.074,GOM,2
2009,16,0.054,GOM,2
2009,15,0.17,GOM,2
2009,22,0.092,GOM,2
1975,13,0.07,GOM,2
2009,11,0.172,GOM,2
2009,12,0.332,GOM,1
2009,15,0.078,GOM,2
2009,10,0.316,W_ATL,3
2009,12,0.014,GOM,2
2009,11,0.064,GOM,2
2009,10,0.048,GOM,2
2009,15,0.022,GOM,2
2009,17,0.058,GOM,2
2009,12,0.052,GOM,2
1975,13,0.082,GOM,2
2009,19,0.052,GOM,2
2009,13,0.308,GOM,2
2009,19,0.198,GOM,1
2009,3,0.332,W_ATL,3
2009,12,0.102,W_ATL,3
2009,13,0.114,GOM,1
2009,20,0.02,GOM,1
2009,15,0.14,GOM,1
2009,13,0.004,GOM,1
2009,19,0.02,GOM,1
1975,6,0.184,W_ATL,3
2009,6,0.84,W_ATL,3
2009,6,0.86,W_ATL,3
2009,6,0.38,W_ATL,3
2009,6,0.206,W_ATL,3
2009,11,0.192,W_ATL,3
2009,6,0.156,W_ATL,3
2009,5,0.028,W_ATL,3
2009,6,0.09,W_ATL,4
2009,6,0.894,W_ATL,3
2009,22,0.384,W_ATL,4
1975,13,0.016,W_ATL,4
2009,21,0.304,W_ATL,4
2009,9,0.094,W_ATL,4
2009,13,0.028,W_ATL,4
2009,9,0.4,W_ATL,4
2009,17,0.06,W_ATL,3
2009,7,0.064,W_ATL,4
2010,6,0.266,W_ATL,3
2010,5,0.318,W_ATL,3
2010,13,0.204,W_ATL,4
2010,18,0.012,W_ATL,4
1975,18,0.462,W_ATL,4
2010,11,0.346,W_ATL,4
2010,11,0.374,W_ATL,4
2010,22,0.068,W_ATL,4
2010,18,0.154,GOM,2
2010,17,0.094,W_ATL,3
2010,12,0.148,GOM,2
2010,12,0.114,GOM,2
2010,13,0.118,GOM,2
2010,21,0.054,GOM,2
2010,17,0.398,GOM,2
1975,4,0.076,W_ATL,2
2010,3,0.19,W_ATL,2
2010,4,0.274,W_ATL,3
2010,4,0.106,W_ATL,3
2010,6,0.064,W_ATL,3
2010,18,0.236,W_ATL,3
2010,3,0.412,W_ATL,3
2010,5,0.338,W_ATL,3
2010,7,0.412,W_ATL,3
2010,7,0.312,W_ATL,3
2010,5,0.042,W_ATL,3
1975,5,0.1,W_ATL,3
2010,7,0.206,W_ATL,3
2010,3,0.108,W_ATL,2
2010,6,0.098,W_ATL,3
2010,6,0.2,W_ATL,3
2010,1,0.038,W_ATL,3
2010,5,0.204,W_ATL,3
2010,4,0.012,W_ATL,3
2010,4,0.104,W_ATL,3
2010,7,0.258,W_ATL,3
2010,6,0.288,W_ATL,3
1975,6,0.256,W_ATL,3
1975,7,0.234,W_ATL,3
2010,3,0.276,W_ATL,3
2010,4,0.03,W_ATL,2
2010,7,0.126,W_ATL,3
2010,1,0.108,W_ATL,3
2010,5,0.126,W_ATL,3
2010,6,0.11,W_ATL,3
2010,4,0.204,W_ATL,3
2010,6,0.19,W_ATL,3
2010,10,0.39,W_ATL,3
2010,6,0.156,W_ATL,3
1975,6,0.108,W_ATL,3
2010,6,0.312,W_ATL,3
2010,4,0.042,W_ATL,3
2010,4,0.044,W_ATL,2
2010,1,0.206,W_ATL,3
2010,6,0.256,W_ATL,3
2010,6,0.284,W_ATL,3
2010,7,0.254,W_ATL,3
2010,6,0.064,W_ATL,3
2010,5,0.702,W_ATL,3
2010,5,0.116,W_ATL,3
1975,4,0.336,W_ATL,3
2010,4,0.06,W_ATL,3
2010,4,0.336,W_ATL,3
2010,6,0.284,W_ATL,3
2010,1,0.112,W_ATL,3
2010,4,0.03,W_ATL,2
2010,6,0.2,W_ATL,3
2010,5,0.19,W_ATL,3
2010,3,0.324,W_ATL,3
2010,6,0.038,W_ATL,3
2011,6,0.242,W_ATL,3
1975,4,0.152,W_ATL,3
2011,10,0.186,W_ATL,3
2011,5,0.166,W_ATL,4
2011,7,0.508,W_ATL,1
2011,1,0.078,W_ATL,3
2011,6,0.916,W_ATL,1
2011,4,0.014,W_ATL,2
2011,8,0.232,W_ATL,1
2011,7,0.27,W_ATL,1
2011,9,0.018,W_ATL,1
2011,5,0.016,W_ATL,1
1975,5,0.064,W_ATL,1
2011,6,0.248,W_ATL,1
2011,10,0.366,W_ATL,1
2011,9,0.546,W_ATL,1
2011,2,0.792,W_ATL,3
2011,1,0.082,W_ATL,3
